tax_id	Org_name	GeneID	Symbol	description	Gene stable ID	chromosome	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count
9606	Homo sapiens	10350	ABCA9	ATP binding cassette subfamily A member 9	ENSG00000154258	17	68974488.0	69078978.0	minus	42.0
9606	Homo sapiens	5243	ABCB1	ATP binding cassette subfamily B member 1	ENSG00000085563	7	87503017.0	87713295.0	minus	32.0
9606	Homo sapiens	23456	ABCB10	ATP binding cassette subfamily B member 10	ENSG00000135776	1	229516582.0	229558988.0	minus	15.0
9606	Homo sapiens	8647	ABCB11	ATP binding cassette subfamily B member 11	ENSG00000276582	2	168915468.0	169031396.0	minus	30.0
9606	Homo sapiens	8647	ABCB11	ATP binding cassette subfamily B member 11	ENSG00000073734	2	168915468.0	169031396.0	minus	30.0
9606	Homo sapiens	5244	ABCB4	ATP binding cassette subfamily B member 4	ENSG00000005471	7	87398988.0	87476722.0	minus	31.0
9606	Homo sapiens	340273	ABCB5	ATP binding cassette subfamily B member 5	ENSG00000004846	7	20615667.0	20757008.0	plus	31.0
9606	Homo sapiens	10058	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	ENSG00000115657	2	219209772.0	219218958.0	minus	19.0
9606	Homo sapiens	22	ABCB7	ATP binding cassette subfamily B member 7	ENSG00000131269	X	75051048.0	75156283.0	minus	16.0
9606	Homo sapiens	11194	ABCB8	ATP binding cassette subfamily B member 8	ENSG00000197150	7	151028450.0	151047782.0	plus	17.0
9606	Homo sapiens	23457	ABCB9	ATP binding cassette subfamily B member 9	ENSG00000150967	12	122917324.0	122975160.0	minus	19.0
9606	Homo sapiens	4363	ABCC1	ATP binding cassette subfamily C member 1	ENSG00000278183	16	15949616.0	16143062.0	plus	34.0
9606	Homo sapiens	4363	ABCC1	ATP binding cassette subfamily C member 1	ENSG00000103222	16	15949616.0	16143062.0	plus	34.0
9606	Homo sapiens	89845	ABCC10	ATP binding cassette subfamily C member 10	ENSG00000124574	6	43427538.0	43451994.0	plus	25.0
9606	Homo sapiens	85320	ABCC11	ATP binding cassette subfamily C member 11	ENSG00000121270	16	48164842.0	48249973.0	minus	40.0
9606	Homo sapiens	94160	ABCC12	ATP binding cassette subfamily C member 12	ENSG00000140798	16	48080882.0	48155993.0	minus	31.0
9606	Homo sapiens	1244	ABCC2	ATP binding cassette subfamily C member 2	ENSG00000023839	10	99782602.0	99853741.0	plus	34.0
9606	Homo sapiens	8714	ABCC3	ATP binding cassette subfamily C member 3	ENSG00000108846	17	50634881.0	50692253.0	plus	31.0
9606	Homo sapiens	10257	ABCC4	ATP binding cassette subfamily C member 4	ENSG00000125257	13	95019835.0	95301451.0	minus	36.0
9606	Homo sapiens	10057	ABCC5	ATP binding cassette subfamily C member 5	ENSG00000114770	3	183919934.0	184018010.0	minus	36.0
9606	Homo sapiens	368	ABCC6	ATP binding cassette subfamily C member 6	ENSG00000275331	16	16149565.0	16223617.0	minus	34.0
9606	Homo sapiens	368	ABCC6	ATP binding cassette subfamily C member 6	ENSG00000091262	16	16149565.0	16223617.0	minus	34.0
9606	Homo sapiens	6833	ABCC8	ATP binding cassette subfamily C member 8	ENSG00000006071	11	17392498.0	17476849.0	minus	38.0
9606	Homo sapiens	10060	ABCC9	ATP binding cassette subfamily C member 9	ENSG00000069431	12	21797389.0	21941863.0	minus	42.0
9606	Homo sapiens	215	ABCD1	ATP binding cassette subfamily D member 1	ENSG00000101986	X	153724851.0	153744755.0	plus	11.0
9606	Homo sapiens	225	ABCD2	ATP binding cassette subfamily D member 2	ENSG00000173208	12	39530965.0	39651333.0	minus	13.0
9606	Homo sapiens	5825	ABCD3	ATP binding cassette subfamily D member 3	ENSG00000117528	1	94418086.0	94518663.0	plus	26.0
9606	Homo sapiens	5826	ABCD4	ATP binding cassette subfamily D member 4	ENSG00000119688	14	74285269.0	74303062.0	minus	20.0
9606	Homo sapiens	6059	ABCE1	ATP binding cassette subfamily E member 1	ENSG00000164163	4	145098311.0	145129524.0	plus	18.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000236342	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000225989	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000231129	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000236149	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000206490	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000232169	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	23	ABCF1	ATP binding cassette subfamily F member 1	ENSG00000204574	6	30571442.0	30591522.0	plus	25.0
9606	Homo sapiens	10061	ABCF2	ATP binding cassette subfamily F member 2	ENSG00000033050	7	151211484.0	151227205.0	minus	15.0
9606	Homo sapiens	114483834	ABCF2-H2BE1	ABCF2-H2BE1 readthrough	ENSG00000285292	7	151207837.0	151227205.0	minus	17.0
9606	Homo sapiens	55324	ABCF3	ATP binding cassette subfamily F member 3	ENSG00000161204	3	184186160.0	184194012.0	plus	21.0
9606	Homo sapiens	9619	ABCG1	ATP binding cassette subfamily G member 1	ENSG00000160179	21	42199689.0	42304387.0	plus	23.0
9606	Homo sapiens	9429	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	ENSG00000118777	4	88090264.0	88231626.0	minus	21.0
9606	Homo sapiens	64137	ABCG4	ATP binding cassette subfamily G member 4	ENSG00000172350	11	119149052.0	119162666.0	plus	17.0
9606	Homo sapiens	64240	ABCG5	ATP binding cassette subfamily G member 5	ENSG00000138075	2	43806154.0	43838840.0	minus	15.0
9606	Homo sapiens	64241	ABCG8	ATP binding cassette subfamily G member 8	ENSG00000143921	2	43831942.0	43882988.0	plus	15.0
9606	Homo sapiens	84696	ABHD1	abhydrolase domain containing 1	ENSG00000143994	2	27123780.0	27131114.0	plus	8.0
9606	Homo sapiens	55347	ABHD10	abhydrolase domain containing 10, depalmitoylase	ENSG00000144827	3	111979026.0	111993368.0	plus	6.0
9606	Homo sapiens	83451	ABHD11	abhydrolase domain containing 11	ENSG00000106077	7	73736094.0	73738866.0	minus	6.0
9606	Homo sapiens	26090	ABHD12	abhydrolase domain containing 12, lysophospholipase	ENSG00000100997	20	25294743.0	25390835.0	minus	16.0
9606	Homo sapiens	145447	ABHD12B	abhydrolase domain containing 12B	ENSG00000131969	14	50872053.0	50904970.0	plus	15.0
9606	Homo sapiens	84945	ABHD13	abhydrolase domain containing 13	ENSG00000139826	13	108218392.0	108235440.0	plus	3.0
9606	Homo sapiens	25864	ABHD14A	abhydrolase domain containing 14A	ENSG00000248487	3	51975064.0	51981196.0	plus	5.0
9606	Homo sapiens	100526760	ABHD14A-ACY1	ABHD14A-ACY1 readthrough	ENSG00000114786	3	51975064.0	51989197.0	plus	17.0
9606	Homo sapiens	84836	ABHD14B	abhydrolase domain containing 14B	ENSG00000114779	3	51968510.0	51974630.0	minus	4.0
9606	Homo sapiens	116236	ABHD15	abhydrolase domain containing 15	ENSG00000168792	17	29560547.0	29567037.0	minus	2.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000230475	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000236063	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000224552	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000231488	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000235676	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000206403	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	7920	ABHD16A	abhydrolase domain containing 16A, phospholipase	ENSG00000204427	6	31686955.0	31703324.0	minus	21.0
9606	Homo sapiens	140701	ABHD16B	abhydrolase domain containing 16B	ENSG00000183260	20	63861498.0	63862988.0	plus	1.0
9606	Homo sapiens	81926	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	ENSG00000129968	19	1876810.0	1885519.0	minus	7.0
9606	Homo sapiens	51104	ABHD17B	abhydrolase domain containing 17B, depalmitoylase	ENSG00000107362	9	71862452.0	71911536.0	minus	8.0
9606	Homo sapiens	58489	ABHD17C	abhydrolase domain containing 17C, depalmitoylase	ENSG00000136379	15	80695310.0	80755621.0	plus	3.0
9606	Homo sapiens	80167	ABHD18	abhydrolase domain containing 18	ENSG00000164074	4	127965261.0	128039953.0	plus	17.0
9606	Homo sapiens	11057	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	ENSG00000140526	15	89088422.0	89202355.0	plus	17.0
9606	Homo sapiens	171586	ABHD3	abhydrolase domain containing 3, phospholipase	ENSG00000158201	18	21650901.0	21704793.0	minus	12.0
9606	Homo sapiens	63874	ABHD4	abhydrolase domain containing 4, N-acyl phospholipase B	ENSG00000100439	14	22598298.0	22612963.0	plus	8.0
9606	Homo sapiens	51099	ABHD5	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	ENSG00000011198	3	43690870.0	43734371.0	plus	9.0
9606	Homo sapiens	57406	ABHD6	abhydrolase domain containing 6, acylglycerol lipase	ENSG00000163686	3	58237532.0	58294736.0	plus	10.0
9606	Homo sapiens	79575	ABHD8	abhydrolase domain containing 8	ENSG00000127220	19	17292131.0	17303425.0	minus	5.0
9606	Homo sapiens	10006	ABI1	abl interactor 1	ENSG00000136754	10	26746596.0	26860986.0	minus	15.0
9606	Homo sapiens	10152	ABI2	abl interactor 2	ENSG00000138443	2	203325013.0	203432169.0	plus	20.0
9606	Homo sapiens	51225	ABI3	ABI family member 3	ENSG00000108798	17	49210582.0	49223225.0	plus	8.0
9606	Homo sapiens	25890	ABI3BP	ABI family member 3 binding protein	ENSG00000154175	3	100749156.0	100993508.0	minus	68.0
9606	Homo sapiens	54942	ABITRAM	actin binding transcription modulator	ENSG00000119328	9	108934397.0	108950745.0	plus	7.0
9606	Homo sapiens	25	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	ENSG00000097007	9	130713043.0	130887675.0	plus	12.0
9606	Homo sapiens	27	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	ENSG00000143322	1	179099330.0	179229693.0	minus	16.0
9606	Homo sapiens	3983	ABLIM1	actin binding LIM protein 1	ENSG00000099204	10	114431110.0	114821643.0	minus	33.0
9606	Homo sapiens	84448	ABLIM2	actin binding LIM protein family member 2	ENSG00000163995	4	7965312.0	8158813.0	minus	25.0
9606	Homo sapiens	22885	ABLIM3	actin binding LIM protein family member 3	ENSG00000173210	5	149141493.0	149260542.0	plus	25.0
9606	Homo sapiens	28	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	ENSG00000281879	9	133250401.0	133275201.0	minus	7.0
9606	Homo sapiens	28	ABO	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase	ENSG00000175164	9	133250401.0	133275201.0	minus	7.0
9606	Homo sapiens	29	ABR	ABR activator of RhoGEF and GTPase	ENSG00000276016	17	1003519.0	1229722.0	minus	36.0
9606	Homo sapiens	29	ABR	ABR activator of RhoGEF and GTPase	ENSG00000278741	17	1003519.0	1229722.0	minus	36.0
9606	Homo sapiens	29	ABR	ABR activator of RhoGEF and GTPase	ENSG00000159842	17	1003519.0	1229722.0	minus	36.0
9606	Homo sapiens	137735	ABRA	actin binding Rho activating protein	ENSG00000174429	8	106759483.0	106809073.0	minus	4.0
9606	Homo sapiens	58527	ABRACL	ABRA C-terminal like	ENSG00000146386	6	139028745.0	139043302.0	plus	4.0
9606	Homo sapiens	84142	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	ENSG00000163322	4	83459517.0	83485137.0	minus	11.0
9606	Homo sapiens	23172	ABRAXAS2	abraxas 2, BRISC complex subunit	ENSG00000165660	10	124801803.0	124836670.0	plus	9.0
9606	Homo sapiens	29777	ABT1	activator of basal transcription 1	ENSG00000146109	6	26596953.0	26600739.0	plus	3.0
9606	Homo sapiens	80325	ABTB1	ankyrin repeat and BTB domain containing 1	ENSG00000114626	3	127672928.0	127680926.0	plus	13.0
9606	Homo sapiens	25841	ABTB2	ankyrin repeat and BTB domain containing 2	ENSG00000166016	11	34150987.0	34358010.0	minus	17.0
9606	Homo sapiens	30	ACAA1	acetyl-CoA acyltransferase 1	ENSG00000060971	3	38122710.0	38137127.0	minus	12.0
9606	Homo sapiens	10449	ACAA2	acetyl-CoA acyltransferase 2	ENSG00000167315	18	49782164.0	49813533.0	minus	10.0
9606	Homo sapiens	31	ACACA	acetyl-CoA carboxylase alpha	ENSG00000275176	17	37084992.0	37406836.0	minus	63.0
9606	Homo sapiens	31	ACACA	acetyl-CoA carboxylase alpha	ENSG00000278540	17	37084992.0	37406836.0	minus	63.0
9606	Homo sapiens	32	ACACB	acetyl-CoA carboxylase beta	ENSG00000076555	12	109112666.0	109268226.0	plus	56.0
9606	Homo sapiens	80724	ACAD10	acyl-CoA dehydrogenase family member 10	ENSG00000111271	12	111686053.0	111757099.0	plus	22.0
9606	Homo sapiens	84129	ACAD11	acyl-CoA dehydrogenase family member 11	ENSG00000240303	3	132558141.0	132659809.0	minus	20.0
9606	Homo sapiens	27034	ACAD8	acyl-CoA dehydrogenase family member 8	ENSG00000151498	11	134253538.0	134265858.0	plus	14.0
9606	Homo sapiens	28976	ACAD9	acyl-CoA dehydrogenase family member 9	ENSG00000177646	3	128879596.0	128913114.0	plus	18.0
9606	Homo sapiens	33	ACADL	acyl-CoA dehydrogenase long chain	ENSG00000115361	2	210187923.0	210225447.0	minus	12.0
9606	Homo sapiens	34	ACADM	acyl-CoA dehydrogenase medium chain	ENSG00000117054	1	75724709.0	75763679.0	plus	13.0
9606	Homo sapiens	35	ACADS	acyl-CoA dehydrogenase short chain	ENSG00000122971	12	120725826.0	120740008.0	plus	11.0
9606	Homo sapiens	36	ACADSB	acyl-CoA dehydrogenase short/branched chain	ENSG00000196177	10	123009006.0	123058290.0	plus	11.0
9606	Homo sapiens	37	ACADVL	acyl-CoA dehydrogenase very long chain	ENSG00000072778	17	7217125.0	7225266.0	plus	22.0
9606	Homo sapiens	176	ACAN	aggrecan	ENSG00000157766	15	88803436.0	88875353.0	plus	19.0
9606	Homo sapiens	9744	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	ENSG00000288169	17	7336506.0	7354944.0	plus	22.0
9606	Homo sapiens	9744	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	ENSG00000072818	17	7336506.0	7354944.0	plus	22.0
9606	Homo sapiens	23527	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	ENSG00000114331	3	195274742.0	195443176.0	minus	29.0
9606	Homo sapiens	116983	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	ENSG00000131584	1	1292384.0	1307930.0	minus	25.0
9606	Homo sapiens	38	ACAT1	acetyl-CoA acetyltransferase 1	ENSG00000075239	11	108116705.0	108148822.0	plus	17.0
9606	Homo sapiens	39	ACAT2	acetyl-CoA acetyltransferase 2	ENSG00000120437	6	159762045.0	159779112.0	plus	10.0
9606	Homo sapiens	64746	ACBD3	acyl-CoA binding domain containing 3	ENSG00000182827	1	226144679.0	226186741.0	minus	8.0
9606	Homo sapiens	79777	ACBD4	acyl-CoA binding domain containing 4	ENSG00000181513	17	45132600.0	45144181.0	plus	14.0
9606	Homo sapiens	91452	ACBD5	acyl-CoA binding domain containing 5	ENSG00000107897	10	27182838.0	27243542.0	minus	18.0
9606	Homo sapiens	84320	ACBD6	acyl-CoA binding domain containing 6	ENSG00000230124	1	180269663.0	180502577.0	minus	11.0
9606	Homo sapiens	414149	ACBD7	acyl-CoA binding domain containing 7	ENSG00000176244	10	15075475.0	15088776.0	minus	4.0
9606	Homo sapiens	84680	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	ENSG00000110455	11	44066118.0	44084237.0	plus	20.0
9606	Homo sapiens	390110	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like	ENSG00000205126	11	44047981.0	44059977.0	plus	14.0
9606	Homo sapiens	65057	ACD	ACD shelterin complex subunit and telomerase recruitment factor	ENSG00000102977	16	67657512.0	67660832.0	minus	12.0
9606	Homo sapiens	1636	ACE	angiotensin I converting enzyme	ENSG00000159640	17	63477061.0	63498373.0	plus	26.0
9606	Homo sapiens	59272	ACE2	angiotensin converting enzyme 2	ENSG00000130234	X	15518197.0	15607211.0	minus	22.0
9606	Homo sapiens	125981	ACER1	alkaline ceramidase 1	ENSG00000167769	19	6306142.0	6360368.0	minus	8.0
9606	Homo sapiens	340485	ACER2	alkaline ceramidase 2	ENSG00000177076	9	19408927.0	19455173.0	plus	12.0
9606	Homo sapiens	55331	ACER3	alkaline ceramidase 3	ENSG00000078124	11	76860888.0	77026797.0	plus	16.0
9606	Homo sapiens	43	ACHE	acetylcholinesterase (Cartwright blood group)	ENSG00000087085	7	100889994.0	100896994.0	minus	8.0
9606	Homo sapiens	22985	ACIN1	apoptotic chromatin condensation inducer 1	ENSG00000100813	14	23058564.0	23095614.0	minus	22.0
9606	Homo sapiens	2532	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	ENSG00000213088	1	159204875.0	159206500.0	plus	2.0
9606	Homo sapiens	1238	ACKR2	atypical chemokine receptor 2	ENSG00000144648	3	42809445.0	42867286.0	plus	3.0
9606	Homo sapiens	57007	ACKR3	atypical chemokine receptor 3	ENSG00000144476	2	236537131.0	236582358.0	plus	6.0
9606	Homo sapiens	51554	ACKR4	atypical chemokine receptor 4	ENSG00000129048	3	132597270.0	132602644.0	plus	2.0
9606	Homo sapiens	47	ACLY	ATP citrate lyase	ENSG00000131473	17	41866916.0	41930542.0	minus	30.0
9606	Homo sapiens	130013	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	ENSG00000153086	2	134838319.0	134902906.0	plus	13.0
9606	Homo sapiens	48	ACO1	aconitase 1	ENSG00000122729	9	32384643.0	32454769.0	plus	23.0
9606	Homo sapiens	50	ACO2	aconitase 2	ENSG00000100412	22	41468756.0	41528979.0	plus	19.0
9606	Homo sapiens	730249	ACOD1	aconitate decarboxylase 1	ENSG00000102794	13	76948511.0	76958638.0	plus	5.0
9606	Homo sapiens	641371	ACOT1	acyl-CoA thioesterase 1	ENSG00000184227	14	73493021.0	73543799.0	plus	10.0
9606	Homo sapiens	26027	ACOT11	acyl-CoA thioesterase 11	ENSG00000162390	1	54548228.0	54639192.0	plus	18.0
9606	Homo sapiens	134526	ACOT12	acyl-CoA thioesterase 12	ENSG00000172497	5	81309045.0	81394174.0	minus	18.0
9606	Homo sapiens	55856	ACOT13	acyl-CoA thioesterase 13	ENSG00000112304	6	24667077.0	24705046.0	plus	4.0
9606	Homo sapiens	10965	ACOT2	acyl-CoA thioesterase 2	ENSG00000119673	14	73567620.0	73575658.0	plus	5.0
9606	Homo sapiens	122970	ACOT4	acyl-CoA thioesterase 4	ENSG00000177465	14	73591873.0	73595766.0	plus	3.0
9606	Homo sapiens	641372	ACOT6	acyl-CoA thioesterase 6	ENSG00000205669	14	73610945.0	73619888.0	plus	5.0
9606	Homo sapiens	11332	ACOT7	acyl-CoA thioesterase 7	ENSG00000097021	1	6264272.0	6393767.0	minus	12.0
9606	Homo sapiens	10005	ACOT8	acyl-CoA thioesterase 8	ENSG00000101473	20	45841721.0	45857405.0	minus	7.0
9606	Homo sapiens	23597	ACOT9	acyl-CoA thioesterase 9	ENSG00000123130	X	23701055.0	23743276.0	minus	16.0
9606	Homo sapiens	51	ACOX1	acyl-CoA oxidase 1	ENSG00000161533	17	75941507.0	75979199.0	minus	15.0
9606	Homo sapiens	8309	ACOX2	acyl-CoA oxidase 2	ENSG00000168306	3	58505136.0	58537196.0	minus	15.0
9606	Homo sapiens	8310	ACOX3	acyl-CoA oxidase 3, pristanoyl	ENSG00000087008	4	8366263.0	8440723.0	minus	22.0
9606	Homo sapiens	55289	ACOXL	acyl-CoA oxidase like	ENSG00000153093	2	110732539.0	111120610.0	plus	34.0
9606	Homo sapiens	52	ACP1	acid phosphatase 1	ENSG00000143727	2	264947.0	278283.0	plus	7.0
9606	Homo sapiens	53	ACP2	acid phosphatase 2, lysosomal	ENSG00000134575	11	47239302.0	47248814.0	minus	12.0
9606	Homo sapiens	55	ACP3	acid phosphatase 3	ENSG00000014257	3	132317403.0	132368765.0	plus	12.0
9606	Homo sapiens	93650	ACP4	acid phosphatase 4	ENSG00000142513	19	50790415.0	50795219.0	plus	11.0
9606	Homo sapiens	54	ACP5	acid phosphatase 5, tartrate resistant	ENSG00000102575	19	11574660.0	11578983.0	minus	8.0
9606	Homo sapiens	51205	ACP6	acid phosphatase 6, lysophosphatidic	ENSG00000162836	1	147626182.0	147670524.0	minus	14.0
9606	Homo sapiens	390928	ACP7	acid phosphatase 7, tartrate resistant (putative)	ENSG00000183760	19	39083011.0	39112074.0	plus	14.0
9606	Homo sapiens	49	ACR	acrosin	ENSG00000283539	22	50738204.0	50745339.0	plus	5.0
9606	Homo sapiens	49	ACR	acrosin	ENSG00000100312	22	50738204.0	50745339.0	plus	5.0
9606	Homo sapiens	84519	ACRBP	acrosin binding protein	ENSG00000111644	12	6638075.0	6647432.0	minus	10.0
9606	Homo sapiens	56	ACRV1	acrosomal vesicle protein 1	ENSG00000134940	11	125671522.0	125680847.0	minus	5.0
