tax_id	Org_name	GeneID	Symbol	description	Gene stable ID	chromosome	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count
10090	Mus musculus	22339	Vegfa	vascular endothelial growth factor A	ENSMUSG00000023951	17	46327919.0	46343303.0	minus	8.0
10090	Mus musculus	18033	Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	ENSMUSG00000028163	3	135290416.0	135397728.0	minus	26.0
10090	Mus musculus	12367	Casp3	caspase 3	ENSMUSG00000031628	8	47070326.0	47092733.0	plus	8.0
10090	Mus musculus	19122	Prnp	prion protein	ENSMUSG00000079037	2	131751848.0	131780356.0	plus	4.0
10090	Mus musculus	15251	Hif1a	hypoxia inducible factor 1, alpha subunit	ENSMUSG00000021109	12	73948098.0	73994328.0	plus	16.0
10090	Mus musculus	11820	App	amyloid beta (A4) precursor protein	ENSMUSG00000022892	16	84751236.0	84972187.0	minus	20.0
10090	Mus musculus	18613	Pecam1	platelet/endothelial cell adhesion molecule 1	ENSMUSG00000020717	11	106545039.0	106606107.0	minus	16.0
10090	Mus musculus	16189	Il4	interleukin 4	ENSMUSG00000000869	11	53503287.0	53509492.0	minus	5.0
10090	Mus musculus	16171	Il17a	interleukin 17A	ENSMUSG00000025929	1	20801129.0	20804720.0	plus	3.0
10090	Mus musculus	13982	Esr1	estrogen receptor 1 (alpha)	ENSMUSG00000019768	10	4561989.0	4955633.0	plus	21.0
10090	Mus musculus	12064	Bdnf	brain derived neurotrophic factor	ENSMUSG00000048482	2	109505045.0	109557388.0	plus	9.0
10090	Mus musculus	18127	Nos3	nitric oxide synthase 3, endothelial cell	ENSMUSG00000028978	5	24569772.0	24589472.0	plus	26.0
10090	Mus musculus	18128	Notch1	notch 1	ENSMUSG00000026923	2	26347914.0	26393834.0	minus	34.0
10090	Mus musculus	26416	Mapk14	mitogen-activated protein kinase 14	ENSMUSG00000053436	17	28910243.0	28967379.0	plus	15.0
10090	Mus musculus	18508	Pax6	paired box 6	ENSMUSG00000027168	2	105499241.0	105528755.0	plus	16.0
10090	Mus musculus	216799	Nlrp3	NLR family, pyrin domain containing 3	ENSMUSG00000032691	11	59432395.0	59457781.0	plus	14.0
10090	Mus musculus	19164	Psen1	presenilin 1	ENSMUSG00000019969	12	83734926.0	83781869.0	plus	12.0
10090	Mus musculus	19225	Ptgs2	prostaglandin-endoperoxide synthase 2	ENSMUSG00000032487	1	149975782.0	149983985.0	plus	10.0
10090	Mus musculus	56717	Mtor	mechanistic target of rapamycin kinase	ENSMUSG00000028991	4	148533039.0	148642142.0	plus	58.0
10090	Mus musculus	19090	Prkdc	protein kinase, DNA activated, catalytic polypeptide	ENSMUSG00000022672	16	15455698.0	15660103.0	plus	87.0
10090	Mus musculus	93759	Sirt1	sirtuin 1	ENSMUSG00000020063	10	63154784.0	63174814.0	minus	9.0
10090	Mus musculus	16000	Igf1	insulin-like growth factor 1	ENSMUSG00000020053	10	87694127.0	87772909.0	plus	11.0
10090	Mus musculus	21937	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	ENSMUSG00000030341	6	125326686.0	125339446.0	plus	10.0
10090	Mus musculus	19374	Rag2	recombination activating gene 2	ENSMUSG00000032864	2	101455057.0	101462873.0	plus	4.0
10090	Mus musculus	17869	Myc	myelocytomatosis oncogene	ENSMUSG00000022346	15	61857190.0	61862210.0	plus	3.0
10090	Mus musculus	17395	Mmp9	matrix metallopeptidase 9	ENSMUSG00000017737	2	164782246.0	164797770.0	plus	14.0
10090	Mus musculus	14609	Gja1	gap junction protein, alpha 1	ENSMUSG00000050953	10	56253297.0	56266519.0	plus	2.0
10090	Mus musculus	12550	Cdh1	cadherin 1	ENSMUSG00000000303	8	107329982.0	107396879.0	plus	16.0
10090	Mus musculus	16176	Il1b	interleukin 1 beta	ENSMUSG00000027398	2	129206490.0	129213059.0	minus	7.0
10090	Mus musculus	15975	Ifnar1	interferon (alpha and beta) receptor 1	ENSMUSG00000022967	16	91281016.0	91307411.0	plus	11.0
10090	Mus musculus	19013	Ppara	peroxisome proliferator activated receptor alpha	ENSMUSG00000022383	15	85619112.0	85691052.0	plus	14.0
10090	Mus musculus	13051	Cx3cr1	chemokine (C-X3-C motif) receptor 1	ENSMUSG00000052336	9	119877749.0	119897362.0	minus	2.0
10090	Mus musculus	12578	Cdkn2a	cyclin dependent kinase inhibitor 2A	ENSMUSG00000044303	4	89192710.0	89212856.0	minus	4.0
10090	Mus musculus	17345	Mki67	antigen identified by monoclonal antibody Ki 67	ENSMUSG00000031004	7	135291513.0	135318286.0	minus	14.0
10090	Mus musculus	20296	Ccl2	chemokine (C-C motif) ligand 2	ENSMUSG00000035385	11	81926403.0	81928278.0	plus	3.0
10090	Mus musculus	26413	Mapk1	mitogen-activated protein kinase 1	ENSMUSG00000063358	16	16801246.0	16865317.0	plus	9.0
10090	Mus musculus	20682	Sox9	SRY (sex determining region Y)-box 9	ENSMUSG00000000567	11	112673036.0	112678583.0	plus	3.0
10090	Mus musculus	20674	Sox2	SRY (sex determining region Y)-box 2	ENSMUSG00000074637	3	34704144.0	34706610.0	plus	1.0
10090	Mus musculus	12159	Bmp4	bone morphogenetic protein 4	ENSMUSG00000021835	14	46620982.0	46628126.0	minus	4.0
10090	Mus musculus	13649	Egfr	epidermal growth factor receptor	ENSMUSG00000020122	11	16700153.0	16868158.0	plus	29.0
10090	Mus musculus	12801	Cnr1	cannabinoid receptor 1 (brain)	ENSMUSG00000044288	4	33923171.0	33948831.0	plus	11.0
10090	Mus musculus	15368	Hmox1	heme oxygenase 1	ENSMUSG00000005413	8	75820246.0	75827221.0	plus	5.0
10090	Mus musculus	11622	Ahr	aryl-hydrocarbon receptor	ENSMUSG00000019256	12	35547978.0	35584988.0	minus	11.0
10090	Mus musculus	193034	Trpv1	transient receptor potential cation channel, subfamily V, member 1	ENSMUSG00000005952	11	73124975.0	73152148.0	plus	16.0
10090	Mus musculus	12575	Cdkn1a	cyclin-dependent kinase inhibitor 1A (P21)	ENSMUSG00000023067	17	29309953.0	29319696.0	plus	4.0
10090	Mus musculus	22152	Tubb3	tubulin, beta 3 class III	ENSMUSG00000062380	8	124138292.0	124148754.0	plus	4.0
10090	Mus musculus	12010	B2m	beta-2 microglobulin	ENSMUSG00000060802	2	121978168.0	121983563.0	plus	4.0
10090	Mus musculus	18125	Nos1	nitric oxide synthase 1, neuronal	ENSMUSG00000029361	5	118004904.0	118096905.0	plus	28.0
10090	Mus musculus	20750	Spp1	secreted phosphoprotein 1	ENSMUSG00000029304	5	104582977.0	104588919.0	plus	8.0
10090	Mus musculus	56637	Gsk3b	glycogen synthase kinase 3 beta	ENSMUSG00000022812	16	37909363.0	38066446.0	plus	13.0
10090	Mus musculus	19293	Pvalb	parvalbumin	ENSMUSG00000005716	15	78075312.0	78090600.0	minus	5.0
10090	Mus musculus	81897	Tlr9	toll-like receptor 9	ENSMUSG00000045322	9	106099797.0	106104075.0	plus	2.0
10090	Mus musculus	12772	Ccr2	chemokine (C-C motif) receptor 2	ENSMUSG00000049103	9	123901954.0	123913594.0	plus	6.0
10090	Mus musculus	19206	Ptch1	patched 1	ENSMUSG00000021466	13	63656142.0	63721274.0	minus	25.0
10090	Mus musculus	20655	Sod1	superoxide dismutase 1, soluble	ENSMUSG00000022982	16	90017650.0	90023221.0	plus	5.0
10090	Mus musculus	12389	Cav1	caveolin 1, caveolae protein	ENSMUSG00000007655	6	17306287.0	17341327.0	plus	5.0
10090	Mus musculus	14265	Fmr1	FMRP translational regulator 1	ENSMUSG00000000838	X	67722142.0	67761569.0	plus	17.0
10090	Mus musculus	26417	Mapk3	mitogen-activated protein kinase 3	ENSMUSG00000063065	7	126358798.0	126364988.0	plus	9.0
10090	Mus musculus	15194	Htt	huntingtin	ENSMUSG00000029104	5	34919084.0	35069878.0	plus	67.0
10090	Mus musculus	17257	Mecp2	methyl CpG binding protein 2	ENSMUSG00000031393	X	73070198.0	73129296.0	minus	5.0
10090	Mus musculus	20846	Stat1	signal transducer and activator of transcription 1	ENSMUSG00000026104	1	52158588.0	52201024.0	plus	26.0
10090	Mus musculus	16334	Ins2	insulin II	ENSMUSG00000000215	7	142232393.0	142233463.0	minus	3.0
10090	Mus musculus	19645	Rb1	RB transcriptional corepressor 1	ENSMUSG00000022105	14	73430298.0	73563446.0	minus	30.0
10090	Mus musculus	17762	Mapt	microtubule-associated protein tau	ENSMUSG00000018411	11	104120235.0	104222916.0	plus	16.0
10090	Mus musculus	14580	Gfap	glial fibrillary acidic protein	ENSMUSG00000020932	11	102778162.0	102791368.0	minus	11.0
10090	Mus musculus	16392	Isl1	ISL1 transcription factor, LIM/homeodomain	ENSMUSG00000042258	13	116434806.0	116446224.0	minus	6.0
10090	Mus musculus	13058	Cybb	cytochrome b-245, beta polypeptide	ENSMUSG00000015340	X	9301493.0	9354005.0	minus	14.0
10090	Mus musculus	19017	Ppargc1a	peroxisome proliferative activated receptor, gamma, coactivator 1 alpha	ENSMUSG00000029167	5	51611591.0	52273337.0	minus	19.0
10090	Mus musculus	11835	Ar	androgen receptor	ENSMUSG00000046532	X	97192363.0	97366824.0	plus	8.0
10090	Mus musculus	16542	Kdr	kinase insert domain protein receptor	ENSMUSG00000062960	5	76093487.0	76139885.0	minus	31.0
10090	Mus musculus	14103	Fasl	Fas ligand (TNF superfamily, member 6)	ENSMUSG00000000817	1	161608260.0	161616064.0	minus	4.0
10090	Mus musculus	12028	Bax	BCL2-associated X protein	ENSMUSG00000003873	7	45111119.0	45116344.0	minus	7.0
10090	Mus musculus	11475	Acta2	actin, alpha 2, smooth muscle, aorta	ENSMUSG00000035783	19	34217736.0	34232985.0	minus	10.0
10090	Mus musculus	12576	Cdkn1b	cyclin-dependent kinase inhibitor 1B	ENSMUSG00000003031	6	134897364.0	134902488.0	plus	3.0
10090	Mus musculus	19697	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	ENSMUSG00000024927	19	5687569.0	5698162.0	plus	12.0
10090	Mus musculus	12638	Cftr	cystic fibrosis transmembrane conductance regulator	ENSMUSG00000041301	6	18170686.0	18322769.0	plus	27.0
10090	Mus musculus	12393	Runx2	runt related transcription factor 2	ENSMUSG00000039153	17	44806874.0	45125684.0	minus	11.0
10090	Mus musculus	16412	Itgb1	integrin beta 1 (fibronectin receptor beta)	ENSMUSG00000025809	8	129412135.0	129460060.0	plus	16.0
10090	Mus musculus	16183	Il2	interleukin 2	ENSMUSG00000027720	3	37174862.0	37180103.0	minus	4.0
10090	Mus musculus	18587	Pde6b	phosphodiesterase 6B, cGMP, rod receptor, beta polypeptide	ENSMUSG00000029491	5	108536239.0	108579609.0	plus	22.0
10090	Mus musculus	14961	H2-Ab1	histocompatibility 2, class II antigen A, beta 1	ENSMUSG00000073421	17	34482201.0	34488392.0	plus	6.0
10090	Mus musculus	12842	Col1a1	collagen, type I, alpha 1	ENSMUSG00000001506	11	94827050.0	94843868.0	plus	51.0
10090	Mus musculus	19699	Reln	reelin	ENSMUSG00000042453	5	22089452.0	22549703.0	minus	65.0
10090	Mus musculus	12043	Bcl2	B cell leukemia/lymphoma 2	ENSMUSG00000057329	1	106465906.0	106642020.0	minus	2.0
10090	Mus musculus	11450	Adipoq	adiponectin, C1Q and collagen domain containing	ENSMUSG00000022878	16	22965286.0	22976718.0	plus	3.0
10090	Mus musculus	21943	Tnfsf11	tumor necrosis factor (ligand) superfamily, member 11	ENSMUSG00000022015	14	78514886.0	78545483.0	minus	5.0
10090	Mus musculus	19353	Rac1	Rac family small GTPase 1	ENSMUSG00000001847	5	143491236.0	143513786.0	minus	7.0
10090	Mus musculus	12362	Casp1	caspase 1	ENSMUSG00000025888	9	5298517.0	5307281.0	plus	10.0
10090	Mus musculus	18999	Pou5f1	POU domain, class 5, transcription factor 1	ENSMUSG00000024406	17	35816929.0	35821674.0	plus	6.0
10090	Mus musculus	26419	Mapk8	mitogen-activated protein kinase 8	ENSMUSG00000021936	14	33099855.0	33169215.0	minus	13.0
10090	Mus musculus	21473	Tcra	T cell receptor alpha chain		14	52665424.0	54461655.0	plus	0.0
10090	Mus musculus	14179	Fgf8	fibroblast growth factor 8	ENSMUSG00000025219	19	45724930.0	45731506.0	minus	6.0
10090	Mus musculus	15218	Foxn1	forkhead box N1	ENSMUSG00000002057	11	78248403.0	78277597.0	minus	12.0
10090	Mus musculus	12156	Bmp2	bone morphogenetic protein 2	ENSMUSG00000027358	2	133394079.0	133404816.0	plus	3.0
10090	Mus musculus	21823	Th	tyrosine hydroxylase	ENSMUSG00000000214	7	142446516.0	142453732.0	minus	13.0
10090	Mus musculus	21577	Tcrb	T cell receptor beta chain		6	40868230.0	41535305.0	plus	0.0
10090	Mus musculus	15289	Hmgb1	high mobility group box 1	ENSMUSG00000066551	5	148983512.0	148989867.0	minus	6.0
10090	Mus musculus	11545	Parp1	poly (ADP-ribose) polymerase family, member 1	ENSMUSG00000026496	1	180396456.0	180428564.0	plus	23.0
10090	Mus musculus	12307	Calb1	calbindin 1	ENSMUSG00000028222	4	15881264.0	15906709.0	plus	11.0
10090	Mus musculus	18053	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	ENSMUSG00000000120	11	95459644.0	95478524.0	minus	6.0
10090	Mus musculus	17127	Smad3	SMAD family member 3	ENSMUSG00000032402	9	63554048.0	63665276.0	minus	11.0
10090	Mus musculus	18008	Nes	nestin	ENSMUSG00000004891	3	87878400.0	87887758.0	plus	5.0
10090	Mus musculus	12912	Creb1	cAMP responsive element binding protein 1	ENSMUSG00000025958	1	64571963.0	64643707.0	plus	13.0
10090	Mus musculus	12504	Cd4	CD4 antigen	ENSMUSG00000023274	6	124841656.0	124865210.0	minus	10.0
10090	Mus musculus	14815	Nr3c1	nuclear receptor subfamily 3, group C, member 1	ENSMUSG00000024431	18	39543598.0	39652485.0	minus	15.0
10090	Mus musculus	56458	Foxo1	forkhead box O1	ENSMUSG00000044167	3	52175758.0	52257530.0	plus	3.0
10090	Mus musculus	16177	Il1r1	interleukin 1 receptor, type I	ENSMUSG00000026072	1	40261651.0	40355361.0	plus	20.0
10090	Mus musculus	16476	Jun	jun proto-oncogene	ENSMUSG00000052684	4	94937273.0	94940459.0	minus	1.0
10090	Mus musculus	11920	Atm	ataxia telangiectasia mutated	ENSMUSG00000034218	9	53348422.0	53448125.0	minus	64.0
10090	Mus musculus	16186	Il2rg	interleukin 2 receptor, gamma chain	ENSMUSG00000031304	X	100307991.0	100311861.0	minus	8.0
10090	Mus musculus	12443	Ccnd1	cyclin D1	ENSMUSG00000070348	7	144483668.0	144493568.0	minus	5.0
10090	Mus musculus	12505	Cd44	CD44 antigen	ENSMUSG00000005087	2	102641486.0	102732014.0	minus	20.0
10090	Mus musculus	20315	Cxcl12	chemokine (C-X-C motif) ligand 12	ENSMUSG00000061353	6	117145496.0	117158329.0	plus	4.0
10090	Mus musculus	14281	Fos	FBJ osteosarcoma oncogene	ENSMUSG00000021250	12	85520664.0	85524048.0	plus	4.0
10090	Mus musculus	15894	Icam1	intercellular adhesion molecule 1	ENSMUSG00000037405	9	20927236.0	20940110.0	plus	7.0
10090	Mus musculus	18439	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	ENSMUSG00000029468	5	122781990.0	122830399.0	plus	16.0
10090	Mus musculus	16173	Il18	interleukin 18	ENSMUSG00000039217	9	50466000.0	50493141.0	plus	11.0
10090	Mus musculus	20604	Sst	somatostatin	ENSMUSG00000004366	16	23708323.0	23710092.0	minus	3.0
10090	Mus musculus	20852	Stat6	signal transducer and activator of transcription 6	ENSMUSG00000002147	10	127478855.0	127496856.0	plus	22.0
10090	Mus musculus	20617	Snca	synuclein, alpha	ENSMUSG00000025889	6	60708557.0	60806839.0	minus	7.0
10090	Mus musculus	16160	Il12b	interleukin 12b	ENSMUSG00000004296	11	44290890.0	44305504.0	plus	8.0
10090	Mus musculus	12266	C3	complement component 3	ENSMUSG00000024164	17	57510967.0	57535136.0	minus	42.0
10090	Mus musculus	14173	Fgf2	fibroblast growth factor 2	ENSMUSG00000037225	3	37402616.0	37464255.0	plus	4.0
10090	Mus musculus	12478	Cd19	CD19 antigen	ENSMUSG00000030724	7	126007620.0	126016401.0	minus	16.0
10090	Mus musculus	13983	Esr2	estrogen receptor 2 (beta)	ENSMUSG00000021055	12	76167193.0	76224033.0	minus	10.0
10090	Mus musculus	15979	Ifngr1	interferon gamma receptor 1	ENSMUSG00000020009	10	19467697.0	19485977.0	plus	7.0
10090	Mus musculus	18505	Pax3	paired box 3	ENSMUSG00000004872	1	78077904.0	78173773.0	minus	8.0
10090	Mus musculus	17196	Mbp	myelin basic protein	ENSMUSG00000041607	18	82492883.0	82603762.0	plus	12.0
10090	Mus musculus	17927	Myod1	myogenic differentiation 1	ENSMUSG00000009471	7	46025898.0	46028516.0	plus	3.0
10090	Mus musculus	12977	Csf1	colony stimulating factor 1 (macrophage)	ENSMUSG00000014599	3	107648364.0	107668048.0	minus	11.0
10090	Mus musculus	21939	Cd40	CD40 antigen	ENSMUSG00000017652	2	164897535.0	164913574.0	plus	9.0
10090	Mus musculus	13162	Slc6a3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	ENSMUSG00000021609	13	73684270.0	73726791.0	plus	16.0
10090	Mus musculus	14415	Gad1	glutamate decarboxylase 1	ENSMUSG00000070880	2	70391644.0	70432358.0	plus	19.0
10090	Mus musculus	21938	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	ENSMUSG00000028599	4	144938938.0	144973453.0	minus	10.0
10090	Mus musculus	110066	Tcrd	T cell receptor delta chain		14	54183530.0	54396655.0	plus	0.0
10090	Mus musculus	18627	Per2	period circadian clock 2	ENSMUSG00000055866	1	91343699.0	91387072.0	minus	24.0
10090	Mus musculus	14632	Gli1	GLI-Kruppel family member GLI1	ENSMUSG00000025407	10	127165751.0	127177448.0	minus	13.0
10090	Mus musculus	50518	a	nonagouti	ENSMUSG00000027596	2	154792519.0	154892932.0	plus	12.0
10090	Mus musculus	50518	a	nonagouti	ENSMUSG00000084897	2	154792519.0	154892932.0	plus	12.0
10090	Mus musculus	20528	Slc2a4	solute carrier family 2 (facilitated glucose transporter), member 4	ENSMUSG00000018566	11	69833112.0	69839040.0	minus	12.0
10090	Mus musculus	18212	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	ENSMUSG00000055254	13	58954286.0	59281784.0	plus	22.0
10090	Mus musculus	77125	Il33	interleukin 33	ENSMUSG00000024810	19	29902513.0	29938118.0	plus	12.0
10090	Mus musculus	12767	Cxcr4	chemokine (C-X-C motif) receptor 4	ENSMUSG00000045382	1	128515936.0	128520036.0	minus	4.0
10090	Mus musculus	22337	Vdr	vitamin D (1,25-dihydroxyvitamin D3) receptor	ENSMUSG00000022479	15	97752308.0	97806177.0	minus	10.0
10090	Mus musculus	18390	Oprm1	opioid receptor, mu 1	ENSMUSG00000000766	10	6708593.0	6988209.0	plus	14.0
10090	Mus musculus	14810	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	ENSMUSG00000026959	2	25181189.0	25209199.0	minus	21.0
10090	Mus musculus	11540	Adora2a	adenosine A2a receptor	ENSMUSG00000020178	10	75152711.0	75170626.0	plus	6.0
10090	Mus musculus	20997	T	brachyury, T-box transcription factor T	ENSMUSG00000062327	17	8653255.0	8661328.0	plus	8.0
10090	Mus musculus	14526	Gcg	glucagon	ENSMUSG00000000394	2	62304874.0	62313997.0	minus	6.0
10090	Mus musculus	22173	Tyr	tyrosinase	ENSMUSG00000004651	7	87073979.0	87142720.0	minus	6.0
10090	Mus musculus	105787	Prkaa1	protein kinase, AMP-activated, alpha 1 catalytic subunit	ENSMUSG00000050697	15	5172641.0	5211380.0	plus	10.0
10090	Mus musculus	19264	Ptprc	protein tyrosine phosphatase, receptor type, C	ENSMUSG00000026395	1	137990597.0	138103491.0	minus	34.0
10090	Mus musculus	12981	Csf2	colony stimulating factor 2 (granulocyte-macrophage)	ENSMUSG00000018916	11	54138096.0	54140725.0	minus	5.0
10090	Mus musculus	11865	Arntl	aryl hydrocarbon receptor nuclear translocator-like	ENSMUSG00000055116	7	112777820.0	112913333.0	plus	24.0
10090	Mus musculus	14083	Ptk2	PTK2 protein tyrosine kinase 2	ENSMUSG00000022607	15	73076951.0	73297192.0	minus	42.0
10090	Mus musculus	13489	Drd2	dopamine receptor D2	ENSMUSG00000032259	9	49251633.0	49319477.0	plus	8.0
10090	Mus musculus	17967	Ncam1	neural cell adhesion molecule 1	ENSMUSG00000039542	9	49413429.0	49710909.0	minus	26.0
10090	Mus musculus	11607	Agtr1a	angiotensin II receptor, type 1a	ENSMUSG00000049115	13	30520339.0	30566850.0	plus	4.0
10090	Mus musculus	12608	Cebpb	CCAAT/enhancer binding protein (C/EBP), beta	ENSMUSG00000056501	2	167530835.0	167532352.0	plus	1.0
10090	Mus musculus	18646	Prf1	perforin 1 (pore forming protein)	ENSMUSG00000037202	10	61133530.0	61140463.0	plus	3.0
10090	Mus musculus	17390	Mmp2	matrix metallopeptidase 2	ENSMUSG00000031740	8	93553920.0	93580049.0	plus	14.0
10090	Mus musculus	12487	Cd28	CD28 antigen	ENSMUSG00000026012	1	60785547.0	60812521.0	plus	5.0
10090	Mus musculus	16001	Igf1r	insulin-like growth factor I receptor	ENSMUSG00000005533	7	67601486.0	67883416.0	plus	24.0
10090	Mus musculus	14183	Fgfr2	fibroblast growth factor receptor 2	ENSMUSG00000030849	7	129764181.0	129868538.0	minus	19.0
10090	Mus musculus	18566	Pdcd1	programmed cell death 1	ENSMUSG00000026285	1	93966027.0	93980278.0	minus	5.0
10090	Mus musculus	16337	Insr	insulin receptor	ENSMUSG00000005534	8	3200922.0	3329649.0	minus	22.0
10090	Mus musculus	16168	Il15	interleukin 15	ENSMUSG00000031712	8	83058253.0	83129883.0	minus	12.0
10090	Mus musculus	18595	Pdgfra	platelet derived growth factor receptor, alpha polypeptide	ENSMUSG00000029231	5	75311988.0	75358867.0	plus	27.0
10090	Mus musculus	15376	Foxa2	forkhead box A2	ENSMUSG00000037025	2	147884797.0	147888889.0	minus	4.0
10090	Mus musculus	12394	Runx1	runt related transcription factor 1	ENSMUSG00000022952	16	92398354.0	92622962.0	minus	8.0
10090	Mus musculus	13653	Egr1	early growth response 1	ENSMUSG00000038418	18	34994260.0	34998009.0	plus	2.0
10090	Mus musculus	13796	Emx1	empty spiracles homeobox 1	ENSMUSG00000033726	6	85164913.0	85181445.0	plus	3.0
10090	Mus musculus	17311	Kitl	kit ligand	ENSMUSG00000019966	10	99851477.0	99936278.0	plus	10.0
10090	Mus musculus	12491	Cd36	CD36 molecule	ENSMUSG00000002944	5	17986688.0	18093957.0	minus	18.0
10090	Mus musculus	16002	Igf2	insulin-like growth factor 2	ENSMUSG00000048583	7	142204505.0	142220566.0	minus	8.0
10090	Mus musculus	18040	Nefm	neurofilament, medium polypeptide	ENSMUSG00000022054	14	68356994.0	68362453.0	minus	3.0
10090	Mus musculus	12525	Cd8a	CD8 antigen, alpha chain	ENSMUSG00000053977	6	71350411.0	71356155.0	plus	5.0
10090	Mus musculus	17319	Mif	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	ENSMUSG00000033307	10	75695187.0	75696111.0	minus	3.0
10090	Mus musculus	17342	Mitf	melanogenesis associated transcription factor	ENSMUSG00000035158	6	97783966.0	97998321.0	plus	19.0
10090	Mus musculus	142980	Tlr3	toll-like receptor 3	ENSMUSG00000031639	8	45848702.0	45864112.0	minus	9.0
10090	Mus musculus	11596	Ager	advanced glycosylation end product-specific receptor	ENSMUSG00000015452	17	34816545.0	34819911.0	plus	10.0
10090	Mus musculus	15452	Hprt	hypoxanthine guanine phosphoribosyl transferase	ENSMUSG00000025630	X	52076955.0	52110537.0	plus	9.0
10090	Mus musculus	12647	Chat	choline acetyltransferase	ENSMUSG00000021919	14	32130160.0	32187866.0	minus	16.0
